user_id,template_id,attrib_id,tag_name,attrib_type,attrib_digit,attrib_name,attrib_unit,codelist_id,rank
'1','2','545','swr_cp_authority','varchar','10','都市計画を定める者','','0','1334'
'1','2','546','swr_number','int','10','告示番号','','0','1335'
'1','2','547','swr_type','varchar','10','下水道の種別','','0','1336'
'1','2','548','swr_sys_type','varchar','10','方式の種別','','0','1337'
'1','2','549','swr_name','varchar','100','下水道区域名称','','0','1338'
'1','2','550','swr_location','varchar','100','下水道区域位置','','0','1339'
'1','2','551','swr_area','int','10','計画排水区域面積','ha','0','1340'
'1','2','552','swr_pub_use_area','int','10','供用排水区域面積','ha','0','1341'
'1','2','553','swr_sect_type','varchar','10','管断面形状','','0','1342'
'1','2','554','swr_material_type','varchar','10','管渠材質','','0','1343'
'1','2','555','ftf_notification_date','varchar','100','告示年月日','','0','1344'
'1','2','556','ftf_pub_use_date','varchar','100','供用開始年月日','','0','1345'
'1','2','557','ftf_cp_authority','varchar','10','都市計画を定める者','','0','1346'
'1','2','558','ftf_number','int','10','告示番号','','0','1347'
'1','2','559','ftf_name','varchar','100','汚物処理場名称','','0','1348'
'1','2','560','ftf_location','varchar','100','汚物処理場位置','','0','1349'
'1','2','561','ftf_area','double','0','汚物処理場計画面積','ha','0','1350'
'1','2','562','ftf_pub_use_area','double','0','汚物処理場供用面積','ha','0','1351'
'1','2','563','ftf_capacity','int','10','処理能力(計画)','kl/日','0','1352'
'1','2','564','ftf_pub_use_cap','int','10','処理能力(供用)','kl/日','0','1353'
'1','2','565','rif_notification_date','varchar','100','告示年月日','','0','1354'
'1','2','566','rif_pub_use_date','varchar','100','供用開始年月日','','0','1355'
'1','2','567','rif_cp_authority','varchar','10','都市計画を定める者','','0','1356'
'1','2','568','rif_number','int','10','告示番号','','0','1357'
'1','2','569','rif_name','varchar','100','ごみ焼却場名称','','0','1358'
'1','2','570','rif_location','varchar','100','ごみ焼却場位置','','0','1359'
'1','2','571','rif_area','double','0','ごみ焼却場計画面積','ha','0','1360'
'1','2','572','rif_pub_use_area','double','0','ごみ焼却場供用面積','ha','0','1361'
'1','2','573','rif_capacity','int','10','処理能力(計画)','t/日','0','1362'
'1','2','574','rif_pub_use_cap','int','10','処理能力(供用)','t/日','0','1363'
'1','2','575','osf_notification_date','varchar','100','告示年月日','','0','1364'
'1','2','576','osf_cp_authority','varchar','10','都市計画を定める者','','0','1365'
'1','2','577','osf_number','int','10','告示番号','','0','1366'
'1','2','578','osf_name','varchar','100','その他の供給施設名称','','0','1367'
'1','2','579','osf_location','varchar','100','その他の供給施設位置','','0','1368'
'1','2','580','osa_notification_date','varchar','100','告示年月日','','0','1369'
'1','2','581','osa_pub_use_date','varchar','100','供給開始年月日','','0','1370'
'1','2','582','osa_cp_authority','varchar','10','都市計画を定める者','','0','1371'
'1','2','583','osa_number','int','10','告示番号','','0','1372'
'1','2','584','osa_name','varchar','100','その他の供給施設名称','','0','1373'
'1','2','585','osa_location','varchar','100','その他の供給施設位置','','0','1374'
'1','2','586','osa_code','varchar','10','面整備事業の種類','','0','1375'
'1','2','587','osa_plan_area','int','10','計画区域面積','ha','0','1376'
'1','2','588','osa_ht_plan_capa','int','10','計画供給能力(暖房)','GJ/時','0','1377'
'1','2','589','osa_ac_plan_capa','int','10','計画供給能力(冷房)','GJ/時','0','1378'
'1','2','590','osa_executor_name','varchar','100','事業者名','','0','1379'
'1','2','591','otf_notification_date','varchar','100','告示年月日','','0','1380'
'1','2','592','otf_cp_authority','varchar','10','都市計画を定める者','','0','1381'
'1','2','593','otf_number','int','10','告示番号','','0','1382'
'1','2','594','otf_name','varchar','100','その他の処理施設名称','','0','1383'
'1','2','595','otf_location','varchar','100','その他の処理施設位置','','0','1384'
'1','2','596','rvr_notification_date','varchar','100','告示年月日','','0','1385'
'1','2','597','rvr_cp_authority','varchar','10','都市計画を定める者','','0','1386'
'1','2','598','rvr_number','int','10','告示番号','','0','1387'
'1','2','599','rvr_name','varchar','100','河川名称','','0','1388'
'1','2','600','rvr_start','varchar','100','河川の起点位置','','0','1389'
'1','2','601','rvr_end','varchar','100','河川の終点位置','','0','1390'
'1','2','602','rvr_str','varchar','10','河川構造','','0','1391'
'1','2','603','rvr_executor','varchar','100','施行者','','0','1392'
'1','2','604','rvr_width','int','10','計画幅員','m','0','1393'
'1','2','605','rvr_length','double','0','計画延長','km','0','1394'
'1','2','606','rvr_repair_width','int','10','改修済幅員','m','0','1395'
'1','2','607','rvr_repair_length','double','0','改修済延長','km','0','1396'
'1','2','608','cnl_notification_date','varchar','100','告示年月日','','0','1397'
'1','2','609','cnl_cp_authority','varchar','10','都市計画を定める者','','0','1398'
'1','2','610','cnl_number','int','10','告示番号','','0','1399'
'1','2','611','cnl_name','varchar','100','運河名称','','0','1400'
'1','2','612','cnl_start','varchar','100','運河の起点位置','','0','1401'
'1','2','613','cnl_end','varchar','100','運河の終点位置','','0','1402'
'1','2','614','cnl_str','varchar','10','運河構造','','0','1403'
'1','2','615','cnl_executor','varchar','100','施行者','','0','1404'
'1','2','616','cnl_width','int','10','計画幅員','m','0','1405'
'1','2','617','cnl_length','double','0','計画延長','km','0','1406'
'1','2','618','cnl_repair_width','int','10','改修済幅員','m','0','1407'
'1','2','619','cnl_repair_length','double','0','改修済延長','km','0','1408'
'1','2','620','owt_notification_date','varchar','100','告示年月日','','0','1409'
'1','2','621','owt_cp_authority','varchar','10','都市計画を定める者','','0','1410'
'1','2','622','owt_number','int','10','告示番号','','0','1411'
'1','2','623','owt_name','varchar','100','その他の水路名称','','0','1412'
'1','2','624','owt_start','varchar','100','その他の水路起点位置','','0','1413'
'1','2','625','owt_end','varchar','100','その他の水路終点位置','','0','1414'
'1','2','626','owt_str','varchar','10','その他の水路構造','','0','1415'
'1','2','627','owt_executor','varchar','100','施行者','','0','1416'
'1','2','628','owt_width','int','10','計画幅員','m','0','1417'
'1','2','629','owt_length','double','0','計画延長','km','0','1418'
'1','2','630','owt_repair_width','int','10','改修済幅員','m','0','1419'
'1','2','631','owt_repair_length','double','0','改修済延長','km','0','1420'
'1','2','632','scl_notification_date','varchar','100','告示年月日','','0','1421'
'1','2','633','scl_cp_authority','varchar','10','都市計画を定める者','','0','1422'
'1','2','634','scl_number','int','10','告示番号','','0','1423'
'1','2','635','scl_name','varchar','100','学校名称','','0','1424'
'1','2','636','scl_location','varchar','100','学校位置','','0','1425'
'1','2','637','scl_area','double','0','学校の計画面積','ha','0','1426'
'1','2','638','scl_comp_area','double','0','学校の完了面積','ha','0','1427'
'1','2','639','scl_executor','varchar','100','施行者','','0','1428'
'1','2','640','lbr_notification_date','varchar','100','告示年月日','','0','1429'
'1','2','641','lbr_cp_authority','varchar','10','都市計画を定める者','','0','1430'
'1','2','642','lbr_number','int','10','告示番号','','0','1431'
'1','2','643','lbr_name','varchar','100','図書館名称','','0','1432'
'1','2','644','lbr_location','varchar','100','図書館位置','','0','1433'
'1','2','645','lbr_area','double','0','図書館計画面積','ha','0','1434'
'1','2','646','lbr_comp_area','double','0','図書館完了面積','ha','0','1435'
'1','2','647','lbr_executor','varchar','100','施行者','','0','1436'
'1','2','648','rsf_notification_date','varchar','100','告示年月日','','0','1437'
'1','2','649','rsf_cp_authority','varchar','10','都市計画を定める者','','0','1438'
'1','2','650','rsf_number','int','10','告示番号','','0','1439'
'1','2','651','rsf_name','varchar','100','研究施設名称','','0','1440'
'1','2','652','rsf_location','varchar','100','研究施設位置','','0','1441'
'1','2','653','rsf_area','double','0','研究施設計画面積','ha','0','1442'
'1','2','654','rsf_comp_area','double','0','研究施設完了面積','ha','0','1443'
'1','2','655','rsf_executor','varchar','100','施行者','','0','1444'
'1','2','656','oec_notification_date','varchar','100','告示年月日','','0','1445'
'1','2','657','oec_cp_authority','varchar','10','都市計画を定める者','','0','1446'
'1','2','658','oec_number','int','10','告示番号','','0','1447'
'1','2','659','oec_name','varchar','100','その他の教育文化施設名称','','0','1448'
'1','2','660','oec_location','varchar','100','その他の教育文化施設位置','','0','1449'
'1','2','661','oec_area','double','0','その他の教育文化施設計画面積','ha','0','1450'
'1','2','662','oec_comp_area','double','0','その他の教育文化施設完了面積','ha','0','1451'
'1','2','663','oec_executor','varchar','100','施行者','','0','1452'
'1','2','664','hsp_notification_date','varchar','100','告示年月日','','0','1453'
'1','2','665','hsp_cp_authority','varchar','10','都市計画を定める者','','0','1454'
'1','2','666','hsp_number','int','10','告示番号','','0','1455'
'1','2','667','hsp_name','varchar','100','病院名称','','0','1456'
'1','2','668','hsp_location','varchar','100','病院位置','','0','1457'
'1','2','669','hsp_area','double','0','病院計画面積','ha','0','1458'
'1','2','670','hsp_comp_area','double','0','病院完了面積','ha','0','1459'
'1','2','671','hsp_executor','varchar','100','施行者','','0','1460'
'1','2','672','nrs_notification_date','varchar','100','告示年月日','','0','1461'
'1','2','673','nrs_cp_authority','varchar','10','都市計画を定める者','','0','1462'
'1','2','674','nrs_number','int','10','告示番号','','0','1463'
'1','2','675','nrs_name','varchar','100','保育所名称','','0','1464'
'1','2','676','nrs_location','varchar','100','保育所位置','','0','1465'
'1','2','677','nrs_area','double','0','保育所計画面積','ha','0','1466'
'1','2','678','nrs_comp_area','double','0','保育所完了面積','ha','0','1467'
'1','2','679','nrs_executor','varchar','100','施行者','','0','1468'
'1','2','680','omd_notification_date','varchar','100','告示年月日','','0','1469'
'1','2','681','omd_cp_authority','varchar','10','都市計画を定める者','','0','1470'
'1','2','682','omd_number','int','10','告示番号','','0','1471'
'1','2','683','omd_name','varchar','100','その他の医療施設名称','','0','1472'
'1','2','684','omd_location','varchar','100','その他の医療施設位置','','0','1473'
'1','2','685','omd_area','double','0','その他の医療施設計画面積','ha','0','1474'
'1','2','686','omd_comp_area','double','0','その他の医療施設完了面積','ha','0','1475'
'1','2','687','omd_executor','varchar','100','施行者','','0','1476'
'1','2','688','osw_notification_date','varchar','100','告示年月日','','0','1477'
'1','2','689','osw_cp_authority','varchar','10','都市計画を定める者','','0','1478'
'1','2','690','osw_number','int','10','告示番号','','0','1479'
'1','2','691','osw_name','varchar','100','その他の社会福祉施設名称','','0','1480'
'1','2','692','osw_location','varchar','100','その他の社会福祉施設位置','','0','1481'
'1','2','693','osw_area','double','0','その他の社会福祉施設計画面積','ha','0','1482'
'1','2','694','osw_comp_area','double','0','その他の社会福祉施設完了面積','ha','0','1483'
'1','2','695','osw_executor','varchar','100','施行者','','0','1484'
'1','2','696','mrk_notification_date','varchar','100','告示年月日','','0','1485'
'1','2','697','mrk_pub_use_date','varchar','100','供用開始年月日','','0','1486'
'1','2','698','mrk_cp_authority','varchar','10','都市計画を定める者','','0','1487'
'1','2','699','mrk_number','int','10','告示番号','','0','1488'
'1','2','700','mrk_name','varchar','100','市場名称','','0','1489'
'1','2','701','mrk_location','varchar','100','市場位置','','0','1490'
'1','2','702','mrk_area','double','0','市場計画面積','ha','0','1491'
'1','2','703','mrk_pub_use_area','double','0','市場供用面積','ha','0','1492'
'1','2','704','mrk_capacity','int','10','処理能力(計画)','t/日','0','1493'
'1','2','705','mrk_pub_use_cap','int','10','処理能力(供用)','t/日','0','1494'
'1','2','706','slh_notification_date','varchar','100','告示年月日','','0','1495'
'1','2','707','slh_pub_use_date','varchar','100','供用開始年月日','','0','1496'
'1','2','708','slh_cp_authority','varchar','10','都市計画を定める者','','0','1497'
'1','2','709','slh_number','int','10','告示番号','','0','1498'
'1','2','710','slh_name','varchar','100','と畜場名称','','0','1499'
'1','2','711','slh_location','varchar','100','と畜場位置','','0','1500'
'1','2','712','slh_area','double','0','と畜場計画面積','ha','0','1501'
'1','2','713','slh_pub_use_area','double','0','と畜場供用面積','ha','0','1502'
'1','2','714','slh_total_weight_cap','int','10','処理能力(総数Ⅰ)','t/日','0','1503'
'1','2','715','slh_total_head_cap','int','10','処理能力(総数Ⅱ)','頭/日','0','1504'
'1','2','716','slh_big_animal_cap','int','10','処理能力(大動物)','頭/日','0','1505'
'1','2','717','slh_med_animal_cap','int','10','処理能力(中動物)','頭/日','0','1506'
'1','2','718','slh_small_animal_cap','int','10','処理能力(小動物)','頭/日','0','1507'
'1','2','719','slh_cattle_cap','int','10','処理能力(牛)','頭/日','0','1508'
'1','2','720','slh_pig_cap','int','10','処理能力(豚)','頭/日','0','1509'
'1','2','721','crm_notification_date','varchar','100','告示年月日','','0','1510'
'1','2','722','crm_pub_use_date','varchar','100','供用開始年月日','','0','1511'
'1','2','723','crm_cp_authority','varchar','10','都市計画を定める者','','0','1512'
'1','2','724','crm_number','int','10','告示番号','','0','1513'
'1','2','725','crm_name','varchar','100','火葬場名称','','0','1514'
'1','2','726','crm_location','varchar','100','火葬場位置','','0','1515'
'1','2','727','crm_area','double','0','火葬場計画面積','ha','0','1516'
'1','2','728','crm_pub_use_area','double','0','火葬場供用面積','ha','0','1517'
'1','2','729','crm_capacity','int','10','処理能力(計画)','体/日','0','1518'
'1','2','730','crm_pub_use_cap','int','10','処理能力(供用)','体/日','0','1519'
'1','2','731','ghu_notification_date','varchar','100','告示年月日','','0','1520'
'1','2','732','ghu_expire_date','varchar','100','完成年月日','','0','1521'
'1','2','733','ghu_cp_authority','varchar','10','都市計画を定める者','','0','1522'
'1','2','734','ghu_number','int','10','告示番号','','0','1523'
'1','2','735','ghu_name','varchar','100','一団地の住宅施設名称','','0','1524'
'1','2','736','ghu_location','varchar','100','一団地の住宅施設位置','','0','1525'
'1','2','737','ghu_area','double','0','一団地の住宅施設面積','ha','0','1526'
'1','2','738','ghu_bar','double','0','建ぺい率','%','0','1527'
'1','2','739','ghu_far','double','0','容積率','%','0','1528'
'1','2','740','ghu_num_low_raise','int','10','低層住宅予定戸数','戸数','0','1529'
'1','2','741','ghu_num_middle_raise','int','10','中層住宅予定戸数','戸数','0','1530'
'1','2','742','ghu_num_height_raise','int','10','高層住宅予定戸数','戸数','0','1531'
'1','2','743','ghu_guideline','varchar','100','公共施設等の配置の方針','','0','1532'
'1','2','744','ggp_notification_date','varchar','100','告示年月日','','0','1533'
'1','2','745','ggp_expire_date','varchar','100','完成年月日','','0','1534'
'1','2','746','ggp_cp_authority','varchar','10','都市計画を定める者','','0','1535'
'1','2','747','ggp_number','int','10','告示番号','','0','1536'
'1','2','748','ggp_name','varchar','100','一団地の官公庁施設名称','','0','1537'
'1','2','749','ggp_location','varchar','100','一団地の官公庁施設位置','','0','1538'
'1','2','750','ggp_area','double','0','一団地の官公庁施設面積','ha','0','1539'
'1','2','751','ggp_bar','double','0','建ぺい率','%','0','1540'
'1','2','752','ggp_far','double','0','容積率','%','0','1541'
'1','2','753','ggp_guideline','varchar','100','公共施設等の配置の方針','','0','1542'
'1','2','754','ggp_user','varchar','100','建築物を使用する機関名称','','0','1543'
'1','2','755','dbc_notification_date','varchar','100','告示年月日','','0','1544'
'1','2','756','dbc_disposal_date','varchar','100','処分年月日','','0','1545'
'1','2','757','dbc_cp_authority','varchar','10','都市計画を定める者','','0','1546'
'1','2','758','dbc_number','int','10','告示番号','','0','1547'
'1','2','759','dbc_name','varchar','100','流通業務団地名称','','0','1548'
'1','2','760','dbc_location','varchar','100','流通業務団地位置','','0','1549'
'1','2','761','dbc_area','double','0','流通業務団地面積','ha','0','1550'
'1','2','762','dbc_bar','double','0','建ぺい率','%','0','1551'
'1','2','763','dbc_far','double','0','容積率','%','0','1552'
'1','2','764','dbc_max_height','int','10','最高限度高さ','m','0','1553'
'1','2','765','dbc_min_height','int','10','最低限度高さ','m','0','1554'
'1','2','766','dbc_set_back_guideline','varchar','100','壁面の位置の制限','','0','1555'
'1','2','767','dbc_guideline','varchar','100','公共施設等の配置の方針','','0','1556'
'1','2','768','dbc_facilities','varchar','10','主な施設','','0','1557'
'1','2','769','dbc_code','varchar','10','面整備事業の区分','','0','1558'
'1','2','770','dbc_executor','varchar','100','施行者','','0','1559'
'1','2','771','teb_notification_date','varchar','100','告示年月日','','0','1560'
'1','2','772','teb_cp_authority','varchar','10','都市計画を定める者','','0','1561'
'1','2','773','teb_number','int','10','告示番号','','0','1562'
'1','2','774','teb_name','varchar','100','防潮堤名称','','0','1563'
'1','2','775','teb_location','varchar','100','防潮堤位置','','0','1564'
'1','2','776','teb_length','double','0','延長(計画)','km','0','1565'
'1','2','777','teb_comp_length','double','0','延長(完了)','km','0','1566'
'1','2','778','ffr_notification_date','varchar','100','告示年月日','','0','1567'
'1','2','779','ffr_cp_authority','varchar','10','都市計画を定める者','','0','1568'
'1','2','780','ffr_number','int','10','告示番号','','0','1569'
'1','2','781','ffr_name','varchar','100','防火水槽名称','','0','1570'
'1','2','782','ffr_location','varchar','100','防火水槽位置','','0','1571'
'1','2','783','ffr_area','double','0','施設面積(計画)','ha','0','1572'
'1','2','784','ffr_comp_area','double','0','施設面積(完了)','ha','0','1573'
'1','2','785','ebm_notification_date','varchar','100','告示年月日','','0','1574'
'1','2','786','ebm_cp_authority','varchar','10','都市計画を定める者','','0','1575'
'1','2','787','ebm_number','int','10','告示番号','','0','1576'
'1','2','788','ebm_name','varchar','100','河岸堤防名称','','0','1577'
'1','2','789','ebm_location','varchar','100','河岸堤防位置','','0','1578'
'1','2','790','ebm_length','double','0','延長(計画)','km','0','1579'
'1','2','791','ebm_comp_length','double','0','延長(完了)','km','0','1580'
'1','2','792','ptc_notification_date','varchar','100','告示年月日','','0','1581'
'1','2','793','ptc_cp_authority','varchar','10','都市計画を定める者','','0','1582'
'1','2','794','ptc_number','int','10','告示番号','','0','1583'
'1','2','795','ptc_name','varchar','100','公衆電気通信施設名称','','0','1584'
'1','2','796','ptc_location','varchar','100','公衆電気通信施設位置','','0','1585'
'1','2','797','ptc_area','double','0','施設面積(計画)','ha','0','1586'
'1','2','798','ptc_comp_area','double','0','施設面積(完了)','ha','0','1587'
'1','2','799','ptc_executor','varchar','100','施行者','','0','1588'
'1','2','800','fpv_notification_date','varchar','100','告示年月日','','0','1589'
'1','2','801','fpv_cp_authority','varchar','10','都市計画を定める者','','0','1590'
'1','2','802','fpv_number','int','10','告示番号','','0','1591'
'1','2','803','fpv_name','varchar','100','防水施設名称','','0','1592'
'1','2','804','fpv_location','varchar','100','防水施設位置','','0','1593'
'1','2','805','fpv_area','double','0','施設面積(計画)','㎡','0','1594'
'1','2','806','fpv_comp_area','double','0','施設面積(完了)','㎡','0','1595'
'1','2','807','fpv_executor','varchar','100','施行者','','0','1596'
'1','2','808','lsp_notification_date','varchar','100','告示年月日','','0','1597'
'1','2','809','lsp_cp_authority','varchar','10','都市計画を定める者','','0','1598'
'1','2','810','lsp_number','int','10','告示番号','','0','1599'
'1','2','811','lsp_name','varchar','100','地すべり防止施設名称','','0','1600'
'1','2','812','lsp_location','varchar','100','地すべり防止施設位置','','0','1601'
'1','2','813','lsp_area','double','0','施設面積(計画)','ha','0','1602'
'1','2','814','lsp_comp_area','double','0','施設面積(完了)','ha','0','1603'
'1','2','815','lsp_facilities','varchar','100','主な施設','','0','1604'
'1','2','816','sct_notification_date','varchar','100','告示年月日','','0','1605'
'1','2','817','sct_cp_authority','varchar','10','都市計画を定める者','','0','1606'
'1','2','818','sct_number','int','10','告示番号','','0','1607'
'1','2','819','sct_name','varchar','100','砂防施設名称','','0','1608'
'1','2','820','sct_location','varchar','100','砂防施設位置','','0','1609'
'1','2','821','sct_area','double','0','施設面積(計画)','ha','0','1610'
'1','2','822','sct_comp_area','double','0','施設面積(完了)','ha','0','1611'
'1','2','823','sct_executor','varchar','100','施行者','','0','1612'
'1','2','824','lcp_notification_date','varchar','100','告示年月日','','0','1613'
'1','2','825','lcp_cp_authority','varchar','10','都市計画を定める者','','0','1614'
'1','2','826','lcp_number','int','10','告示番号','','0','1615'
'1','2','827','lcp_name','varchar','100','土地区画整理事業名称','','0','1616'
'1','2','828','lcp_area','double','0','土地区画整理事業面積','ha','0','1617'
'1','2','829','lcp_comp_type','varchar','10','事業進捗','','0','1618'
'1','2','830','ndp_notification_date','varchar','100','告示年月日','','0','1619'
'1','2','831','ndp_cp_authority','varchar','10','都市計画を定める者','','0','1620'
'1','2','832','ndp_number','int','10','告示番号','','0','1621'
'1','2','833','ndp_name','varchar','100','新住宅市街地開発事業名称','','0','1622'
'1','2','834','ndp_area','double','0','新住宅市街地開発事業面積','ha','0','1623'
'1','2','835','ndp_executor','varchar','100','予定施行者','','0','1624'
'1','2','836','ndp_comp_type','varchar','10','事業進捗','','0','1625'
'1','2','837','iep_notification_date','varchar','100','告示年月日','','0','1626'
'1','2','838','iep_cp_authority','varchar','10','都市計画を定める者','','0','1627'
'1','2','839','iep_number','int','10','告示番号','','0','1628'
'1','2','840','iep_name','varchar','100','工業団地造成事業名称','','0','1629'
'1','2','841','iep_area','double','0','工業団地造成事業面積','ha','0','1630'
'1','2','842','iep_executor','varchar','100','予定施行者','','0','1631'
'1','2','843','iep_comp_type','varchar','10','事業進捗','','0','1632'
'1','2','844','udp_notification_date','varchar','100','告示年月日','','0','1633'
'1','2','845','udp_cp_authority','varchar','10','都市計画を定める者','','0','1634'
'1','2','846','udp_number','int','10','告示番号','','0','1635'
'1','2','847','udp_code','varchar','10','市街地再開発事業種類','','0','1636'
'1','2','848','udp_name','varchar','100','市街地再開発事業名称','','0','1637'
'1','2','849','udp_area','double','0','市街地再開発事業面積','ha','0','1638'
'1','2','850','udp_comp_type','varchar','10','事業進捗','','0','1639'
'1','2','851','udp_executor','varchar','10','施行者','','0','1640'
'1','2','852','udp_site_area','int','10','建築敷地面積','㎡','0','1641'
'1','2','853','udp_floor_area','int','10','施設建築物延床面積','㎡','0','1642'
'1','2','854','udp_num_raise','int','10','住宅建設戸数','戸数','0','1643'
'1','2','855','nbp_notification_date','varchar','100','告示年月日','','0','1644'
'1','2','856','nbp_cp_authority','varchar','10','都市計画を定める者','','0','1645'
'1','2','857','nbp_number','int','10','告示番号','','0','1646'
'1','2','858','nbp_name','varchar','100','新都市基盤整備事業名称','','0','1647'
'1','2','859','nbp_area','double','0','新都市基盤整備事業面積','ha','0','1648'
'1','2','860','nbp_executor','varchar','100','予定施行者','','0','1649'
'1','2','861','nbp_comp_type','varchar','10','事業進捗','','0','1650'
'1','2','862','ncp_notification_date','varchar','100','告示年月日','','0','1651'
'1','2','863','ncp_cp_authority','varchar','10','都市計画を定める者','','0','1652'
'1','2','864','ncp_number','int','10','告示番号','','0','1653'
'1','2','865','ncp_name','varchar','100','住宅街区整備事業名称','','0','1654'
'1','2','866','ncp_area','double','0','住宅街区整備事業面積','ha','0','1655'
'1','2','867','ncp_comp_type','varchar','10','事業進捗','','0','1656'
'1','2','868','ncp_executor','varchar','10','施行者','','0','1657'
'1','2','869','ncp_site_area','int','10','建築敷地面積','㎡','0','1658'
'1','2','870','ncp_floor_area','int','10','延床面積','㎡','0','1659'
'1','2','871','ncp_num_raise','int','10','住宅建設戸数','戸数','0','1660'
'1','2','872','urp_notification_date','varchar','100','告示年月日','','0','1661'
'1','2','873','urp_cp_authority','varchar','10','都市計画を定める者','','0','1662'
'1','2','874','urp_number','int','10','告示番号','','0','1663'
'1','2','875','urp_name','varchar','100','市街地改造事業名称','','0','1664'
'1','2','876','urp_area','double','0','市街地改造事業面積','ha','0','1665'
'1','2','877','urp_num_upper','int','10','建築物の地上階数','','0','1666'
'1','2','878','urp_num_under','int','10','建築物の地下階数','','0','1667'
'1','2','879','urp_guideline','double','0','壁面の位置の限度','m','0','1668'
'1','2','880','urp_far','double','0','容積の限度','%','0','1669'
'1','2','881','urp_use','varchar','100','主な用途','','0','1670'
'1','2','882','urp_site_area','double','0','建築敷地の面積','㎡','0','1671'
'1','2','883','urp_comp_type','varchar','10','事業進捗','','0','1672'
'1','2','884','pip_notification_date','varchar','100','告示年月日','','0','1673'
'1','2','885','pip_cp_authority','varchar','10','都市計画を定める者','','0','1674'
'1','2','886','pip_number','int','10','告示番号','','0','1675'
'1','2','887','pip_name','varchar','100','防災街区整備事業名称','','0','1676'
'1','2','888','pip_area','double','0','防災街区整備事業面積','ha','0','1677'
'1','2','889','pip_comp_type','varchar','10','事業進捗','','0','1678'
'1','2','890','nru_notification_date','varchar','100','告示年月日','','0','1679'
'1','2','891','nru_cp_authority','varchar','10','都市計画を定める者','','0','1680'
'1','2','892','nru_number','int','10','告示番号','','0','1681'
'1','2','893','nru_name','varchar','100','新住宅市街地開発事業の予定区域名称','','0','1682'
'1','2','894','nru_area','double','0','新住宅市街地開発事業の予定区域面積','ha','0','1683'
'1','2','895','nru_executor','varchar','100','施行予定者','','0','1684'
'1','2','896','ieu_notification_date','varchar','100','告示年月日','','0','1685'
'1','2','897','ieu_cp_authority','varchar','10','都市計画を定める者','','0','1686'
'1','2','898','ieu_number','int','10','告示番号','','0','1687'
'1','2','899','ieu_name','varchar','100','工業団地行政事業の予定区域名称','','0','1688'
'1','2','900','ieu_area','double','0','工業団地行政事業の予定区域面積','ha','0','1689'
'1','2','901','ieu_executor','varchar','100','施行予定者','','0','1690'
'1','2','902','nbu_notification_date','varchar','100','告示年月日','','0','1691'
'1','2','903','nbu_cp_authority','varchar','10','都市計画を定める者','','0','1692'
'1','2','904','nbu_number','int','10','告示番号','','0','1693'
'1','2','905','nbu_name','varchar','100','新都市基盤整備事業の予定区域名称','','0','1694'
'1','2','906','nbu_area','double','0','新都市基盤整備事業の予定区域面積','ha','0','1695'
'1','2','907','nbu_executor','varchar','100','施行予定者','','0','1696'
'1','2','908','phu_notification_date','varchar','100','告示年月日','','0','1697'
'1','2','909','phu_cp_authority','varchar','10','都市計画を定める者','','0','1698'
'1','2','910','phu_number','int','10','告示番号','','0','1699'
'1','2','911','phu_name','varchar','100','一団地の住宅施設の予定区域名称','','0','1700'
'1','2','912','phu_area','double','0','一団地の住宅施設の予定区域面積','ha','0','1701'
'1','2','913','phu_executor','varchar','100','施行予定者','','0','1702'
'1','2','914','pgu_notification_date','varchar','100','告示年月日','','0','1703'
'1','2','915','pgu_cp_authority','varchar','10','都市計画を定める者','','0','1704'
'1','2','916','pgu_number','int','10','告示番号','','0','1705'
'1','2','917','pgu_name','varchar','100','一団地の官公庁施設の予定区域名称','','0','1706'
'1','2','918','pgu_area','double','0','一団地の官公庁施設の予定区域面積','ha','0','1707'
'1','2','919','pgu_executor','varchar','100','施行予定者','','0','1708'
'1','2','920','dbu_notification_date','varchar','100','告示年月日','','0','1709'
'1','2','921','dbu_cp_authority','varchar','10','都市計画を定める者','','0','1710'
'1','2','922','dbu_number','int','10','告示番号','','0','1711'
'1','2','923','dbu_name','varchar','100','流通業務団地の予定区域名称','','0','1712'
'1','2','924','dbu_area','double','0','流通業務団地の予定区域面積','ha','0','1713'
'1','2','925','dbu_executor','varchar','100','施行予定者','','0','1714'
'1','2','926','dbu_code','varchar','10','面整備事業の区分','','0','1715'
'1','2','927','dst_notification_date','varchar','100','告示年月日','','0','1716'
'1','2','928','dst_cp_authority','varchar','10','都市計画を定める者','','0','1717'
'1','2','929','dst_number','int','10','告示番号','','0','1718'
'1','2','930','dst_name','varchar','100','地区計画名称','','0','1719'
'1','2','931','dst_location','varchar','100','地区計画位置','','0','1720'
'1','2','932','dst_area','double','0','地区計画面積','ha','0','1721'
'1','2','933','dst_guideline','varchar','100','整備、土地利用に関する計画','','0','1722'
'1','2','934','dst_facilities','varchar','10','地区施設','','0','1723'
'1','2','935','dst_hous_use_guideline','varchar','100','建築物の用途制限','','0','1724'
'1','2','936','dst_max_far','int','10','最高容積率','%','0','1725'
'1','2','937','dst_min_far','int','10','最低容積率','%','0','1726'
'1','2','938','dst_max_bar','int','10','最高建ぺい率','%','0','1727'
'1','2','939','dst_min_bar','int','10','最低建ぺい率','%','0','1728'
'1','2','940','dst_min_site_area','int','10','最低敷地面積','㎡','0','1729'
'1','2','941','dst_min_ba','int','10','最低建築面積','㎡','0','1730'
